0,1,2,3
-41.43852499686376,-16.568041641933764,-33.717343354674384,-66.17946955149243
-1.527083609027108,-0.2,-0.48800000000000004,-1.3038895884063209
-20.0,-20.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-10.424072104932737,-11.835415563535307,-11.939016860209568,-15.170950152432578
-68.09898793683394,-25.484666352763636,-72.40298263452787,-14.391029868007106
-25.328037006374462,-28.94378385966417,-33.978744694777674,-29.58534818841961
-56.28313916735198,-66.48999432001011,-97.82420065855388,-41.91106032238565
-5.271406743593406,-14.90918520505154,-13.140785928228233,-21.1814016746513
-50.724906930963556,-36.83484446566416,-36.0,0.0
0.0,-20.16,-0.2,0.0
-1.0081722025714461,0.0,-1.0334457055139696,-1.0505346054942057
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-11.472955824582456,-40.74538521244655,-39.937232790661945,-38.25943071865098
-5.226086059795559,-16.649568509602876,-14.008902067354427,-20.226532748645162
-25.12165597336443,-87.2341970409787,-60.97384260849876,-76.41110908507376
-5.191860665408148,-18.684858481122657,-11.26774110082324,-16.33255373969888
0.0,-20.67020699066256,0.0,0.0
0.0,-2.551053338306266,-1.8239082278673826,0.0
0.0,-20.0,-0.2,-20.0
0.0,-4.7027077946642235,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-27.777118046622192,-32.9486709556089,-28.276124022548622,-21.45286563475846
-84.91373452541613,-45.876989987693804,-59.27755239563234,-47.37321334446722
-39.340539090301775,-29.15069776551084,-22.75764514936921,-17.881899468734225
-27.985286246538564,-11.00837379077132,-24.66120599939557,-16.09141312959888
-0.8442967040000002,-0.6260864000000002,-0.39200000000000007,-1.278546071479387
-0.23200000000000004,-0.2,-8.898030733918208,0.0
-0.36000000000000004,0.0,-0.2,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-39.5990408589311,-84.3662108696195,-59.86933805241385,-68.37115213620143
-5.302381419696564,-11.069595107676676,-18.657894247801003,-11.163564448364314
-38.257440670309514,-22.03936968633797,-10.680817840393381,-42.01661645583788
-8.14140936440271,-6.115466312914835,-0.65459456,-7.138117643009679
-1.030141184606208,-1.8427151319377342,-0.76738234368,-1.243022042917727
-20.978703943109576,-20.0,-16.2,-0.2
0.0,-0.2,-0.52,0.0
-0.36000000000000004,-0.2,0.0,-0.36000000000000004
0.0,0.0,0.0,-0.2
0.0,0.0,0.0,0.0
-5.247855214595909,-8.965877129779638,-16.45489510602249,-14.411966830147684
-1.016689490922485,-9.193535053883569,-8.686123156637304,-15.600857789997704
-31.11883711716397,-38.9795013969476,-3.8478367828563718,-40.851867941452824
-1.982843135781727,-0.6611153920000001,-1.2948612500069379,-1.0555499028480002
-0.7944146853888001,-20.790950273518536,-0.6906475520000002,-10.8761674752
-3.054281709091085,-4.159839970132429,0.0,-1.817822103028561
0.0,0.0,-0.36000000000000004,-0.2
-0.2,-0.36000000000000004,-0.36000000000000004,0.0
-0.23200000000000004,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.2,-20.837587194191972,0.0
-0.2,-0.5904,-0.2,0.0
-3.0894248221232745,-0.6205568000000001,-2.65328881897862,-0.648571392
-0.7101690880000001,-0.6348928,-0.7053440000000002,-0.48800000000000004
-0.5005440000000001,-0.6480000000000001,-0.2,-0.7068939264
-32.9856,-0.44008704000000004,0.0,-16.232
-0.2,-0.6160000000000001,-0.48800000000000004,0.0
0.0,-0.36000000000000004,-0.2,-0.39200000000000007
-1.0504840768295491,0.0,-7.110763440268101,0.0
0.0,0.0,0.0,0.0
